Opportunity_ID,Source ,Opportunity_Owner,Delivery_Terms,Opportunity_Type,Account_Name,Last_Modified_By
0,0.5135412392285597,0.48240469208211145,0.4798011187072716,0.5202808112324493,0.5180267700256855,0.3815789473684211
1,0.5135412392285597,0.5180267592687162,0.4798011187072716,0.5202808112324493,0.5180267700256855,0.5180267592687162
2,0.4401357246728066,0.562254259501966,0.5470110272780034,0.5202808112324493,0.8227848101265823,0.437984496124031
3,0.6328217237308147,0.562254259501966,0.44987405541561715,0.1581832419733751,0.5180267592687162,0.437984496124031
4,0.6328217237308147,0.562254259501966,0.44987405541561715,0.1581832419733751,0.5180267592687162,0.437984496124031
5,0.6328217237308147,0.562254259501966,0.44987405541561715,0.1581832419733751,0.5180267592687162,0.437984496124031
6,0.6328217237308147,0.562254259501966,0.5470110272780034,0.1581832419733751,0.5180267592687162,0.437984496124031
7,0.4401357246728066,0.562254259501966,0.5470110272780034,0.5202808112324493,0.8227848101265823,0.437984496124031
8,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
9,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
10,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
11,0.5135412392285597,0.537117903930131,0.44987405541561715,0.1581832419733751,0.5180267592687162,0.5478260869565217
12,0.5135412392285597,0.537117903930131,0.44987405541561715,0.5202808112324493,0.5180267592687162,0.5478260869565217
13,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
14,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
15,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
16,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
17,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
18,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
19,0.4401357246728066,0.25161290322580643,0.4798011187072716,0.6882205513784461,0.5,0.40358744394618834
20,0.4401357246728066,0.5740740740740741,0.4798011187072716,0.7020408163265306,0.7786259541984732,0.521978021978022
21,0.5135412392285597,0.562254259501966,0.5470110272780034,0.6882205513784461,0.5180267592687162,0.7941176470588235
22,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
23,0.5135412392285597,0.48240469208211145,0.4798011187072716,0.5202808112324493,0.5180267592687162,0.25735294117647056
24,0.5135412392285597,0.48240469208211145,0.4798011187072716,0.5202808112324493,0.5180267592687162,0.25735294117647056
25,0.5135412392285597,0.48240469208211145,0.4798011187072716,0.1581832419733751,0.5180267592687162,0.25735294117647056
26,0.5579793340987371,0.5740740740740741,0.4798011187072716,0.5202808112324493,0.5875706214689266,0.521978021978022
27,0.5135412392285597,0.48240469208211145,0.4798011187072716,0.3207547773270891,0.5180267592687162,0.25735294117647056
28,0.5135412392285597,0.48240469208211145,0.4798011187072716,0.5202808112324493,0.5180267592687162,0.25735294117647056
29,0.5135412392285597,0.24867724867724866,0.44987405541561715,0.6882205513784461,0.5180267592687162,0.5478260869565217
30,0.5135412392285597,0.25161290322580643,0.44987405541561715,0.5202808112324493,0.5180267592687162,0.25735294117647056
31,0.5135412392285597,0.5740740740740741,0.4798011187072716,0.1581832419733751,0.5180267592687162,0.521978021978022
32,0.5579793340987371,0.5601503759398496,0.4798011187072716,0.5202808112324493,0.5180267592687162,0.3064516129032258
33,0.4401357246728066,0.48240469208211145,0.4798011187072716,0.5202808112324493,0.5180267592687162,0.25735294117647056
34,0.5264900662251656,0.5740740740740741,0.4798011187072716,0.5202808112324493,0.5180267592687162,0.521978021978022
35,0.5135412392285597,0.5740740740740741,0.4798011187072716,0.1581832419733751,0.5180267592687162,0.521978021978022
36,0.5135412392285597,0.5740740740740741,0.4798011187072716,0.6882205513784461,0.5180267592687162,0.521978021978022
37,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
38,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
39,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
40,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
41,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
42,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
43,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
44,0.5135412392285597,0.6256572029442692,0.5470110272780034,0.6882205513784461,0.4177215189873418,0.4263565891472868
45,0.701688555347092,0.5740740740740741,0.4798011187072716,0.1581832419733751,0.5180267592687162,0.521978021978022
46,0.4401357246728066,0.48240469208211145,0.4798011187072716,0.1581832419733751,0.5180267592687162,0.25735294117647056
47,0.5135412392285597,0.28546712802768165,0.5470110272780034,0.5202808112324493,0.5180267592687162,0.15234375
49,0.701688555347092,0.537117903930131,0.44987405541561715,0.5202808112324493,0.5180267592687162,0.5478260869565217
50,0.5135412392285597,0.48240469208211145,0.4798011187072716,0.5202808112324493,0.5180267592687162,0.3815789473684211
51,0.5135412392285597,0.5601503759398496,0.4798011187072716,0.5202808112324493,0.5180267592687162,0.3064516129032258
52,0.5180267592687162,0.537117903930131,0.44987405541561715,0.5202808112324493,0.5180267592687162,0.5478260869565217
53,0.4401357246728066,0.537117903930131,0.44987405541561715,0.5202808112324493,0.5180267592687162,0.5478260869565217
54,0.5135412392285597,0.7688524590163934,0.6666666666666666,0.5202808112324493,0.7931034482758621,0.6566523605150214
55,0.5135412392285597,0.7688524590163934,0.6666666666666666,0.5202808112324493,0.7931034482758621,0.6566523605150214
56,0.5135412392285597,0.7688524590163934,0.6666666666666666,0.5202808112324493,0.7931034482758621,0.6566523605150214
